1;29;2;5
1;34;2;5
7;78;2;5
10;59;2;5
19;104;2;5
19;45;2;5
19;91;2;5
24;48;2;5
29;1;2;5
29;34;2;5
34;1;2;5
34;29;2;5
37;81;2;5
39;61;2;5
45;19;2;5
45;91;2;5
45;104;2;5
48;24;2;5
55;76;2;5
59;10;2;5
61;39;2;5
73;100;2;5
76;55;2;5
78;7;2;5
81;37;2;5
91;19;2;5
91;45;2;5
91;104;2;5
100;73;2;5
104;19;2;5
104;45;2;5
104;91;2;5
